f3,f2,f1,f0
19084,18869,18856,19021
19085,18870,18858,19023
19089,18872,18876,19024
19094,18873,18877,19025
19096,18883,18880,19026
19098,18884,18882,19027
19104,18886,18890,19028
19113,18904,18896,19032
19114,18905,18897,19041
19118,18906,18901,19045
19120,18909,18913,19048
19122,18911,18920,19058
19131,18912,18921,19065
19140,18914,18929,19066
19143,18922,18930,19073
19145,18927,18947,19079
19146,18937,18948,19087
19156,18942,18955,19090
19159,18953,18958,19095
19160,18956,18959,19101
19166,18971,18960,19102
19172,18974,18962,19103
19178,18978,18972,19107
19179,18979,18980,19110
19182,18982,18987,19112
19197,18984,18988,19115
19199,18992,18989,19126
19201,18994,18991,19134
19202,18996,19011,19136
19210,18999,19012,19137
19214,19003,19014,19138
19215,19005,19022,19144
19219,19006,19029,19149
19220,19013,19030,19150
19223,19015,19031,19154
19236,19033,19035,19158
19242,19034,19039,19161
19246,19036,19049,19168
19257,19042,19054,19171
19265,19046,19061,19176
19269,19047,19077,19177
19270,19050,19088,19181
19272,19055,19091,19184
19274,19060,19092,19185
19275,19062,19093,19189
19279,19063,19099,19198
19280,19064,19100,19204
19282,19070,19109,19211
19286,19071,19116,19212
19292,19072,19117,19216
19295,19074,19121,19217
19296,19078,19123,19225
19307,19080,19132,19228
19310,19081,19142,19229
19313,19083,19147,19235
19314,19086,19148,19239
19327,19097,19151,19241
19329,19105,19152,19244
19337,19106,19155,19247
19340,19108,19164,19248
19342,19111,19167,19253
19345,19119,19170,19255
19346,19124,19173,19256
19350,19125,19174,19262
19356,19127,19175,19268
19358,19128,19183,19276
19367,19129,19186,19283
19376,19130,19188,19285
19378,19133,19192,19287
19380,19135,19194,19293
19381,19139,19195,19297
19384,19141,19203,19298
19387,19153,19208,19299
19391,19157,19226,19301
19397,19162,19227,19303
19398,19163,19230,19308
19399,19165,19232,19311
19404,19169,19233,19315
19408,19180,19234,19317
19410,19187,19237,19323
19412,19190,19240,19331
19420,19191,19249,19332
19428,19193,19251,19335
19429,19196,19254,19339
19430,19200,19259,19341
19431,19205,19261,19343
19432,19206,19264,19344
19435,19207,19266,19348
19442,19209,19273,19351
19447,19213,19277,19352
19448,19218,19278,19357
19452,19221,19288,19359
19453,19222,19290,19361
19456,19224,19291,19379
19461,19231,19300,19382
19464,19238,19312,19386
19469,19243,19316,19389
19474,19245,19318,19390
19475,19250,19320,19415
19477,19252,19330,19416
19480,19258,19333,19417
19481,19260,19334,19418
19485,19263,19353,19421
19491,19267,19355,19425
19499,19271,19362,19437
19505,19281,19364,19438
19506,19284,19369,19439
19507,19289,19370,19441
19513,19294,19375,19444
19520,19302,19385,19450
19521,19304,19393,19455
19526,19305,19400,19457
19527,19306,19401,19459
19528,19309,19405,19472
19538,19319,19407,19473
19541,19321,19409,19483
19542,19322,19411,19486
19543,19324,19414,19487
19555,19325,19422,19492
19556,19326,19424,19495
19559,19328,19434,19496
19561,19336,19436,19502
19566,19338,19443,19508
19568,19347,19445,19509
19573,19349,19449,19510
19578,19354,19451,19511
19581,19360,19460,19512
19585,19363,19462,19514
19586,19365,19465,19515
19589,19366,19467,19517
19590,19368,19470,19522
19592,19371,19482,19523
19593,19372,19484,19524
19606,19373,19493,19529
19609,19374,19494,19532
19610,19377,19500,19533
19611,19383,19503,19535
19615,19388,19504,19537
19616,19392,19518,19540
19627,19394,19525,19545
19628,19395,19530,19547
19630,19396,19531,19548
19639,19402,19536,19549
19641,19403,19539,19550
19644,19406,19551,19553
19650,19413,19557,19562
19651,19419,19558,19565
19652,19423,19563,19567
19653,19426,19564,19569
19654,19427,19579,19575
19655,19433,19584,19576
19662,19440,19588,19577
19664,19446,19595,19580
19666,19454,19597,19583
19667,19458,19602,19587
19671,19463,19607,19599
19678,19466,19614,19600
19687,19468,19618,19601
19688,19471,19621,19603
19691,19476,19629,19604
19695,19478,19631,19605
19697,19479,19636,19617
19703,19488,19642,19620
19705,19489,19643,19622
19707,19490,19645,19623
19713,19497,19647,19625
19715,19498,19648,19632
19718,19501,19649,19633
19726,19516,19660,19635
19738,19519,19665,19638
19741,19534,19670,19646
19747,19544,19674,19656
19755,19546,19676,19657
19760,19552,19680,19659
19761,19554,19683,19661
19762,19560,19685,19663
19769,19570,19693,19668
19770,19571,19699,19669
19777,19572,19701,19673
19779,19574,19704,19681
19787,19582,19706,19684
19794,19591,19717,19689
19804,19594,19731,19698
19808,19596,19743,19708
19814,19598,19745,19710
19816,19608,19750,19716
19819,19612,19754,19719
19824,19613,19757,19720
19832,19619,19759,19722
19835,19624,19764,19729
19836,19626,19765,19730
19837,19634,19772,19732
19840,19637,19774,19733
19842,19640,19780,19734
19844,19658,19782,19735
19848,19672,19783,19737
19853,19675,19788,19739
19857,19677,19797,19742
19860,19679,19800,19748
19861,19682,19805,19751
19864,19686,19806,19753
19865,19690,19809,19758
19869,19692,19810,19767
19870,19694,19813,19768
19875,19696,19815,19771
19877,19700,19817,19778
19878,19702,19820,19781
19891,19709,19821,19784
19898,19711,19823,19785
19899,19712,19829,19786
19901,19714,19830,19791
19904,19721,19831,19792
19905,19723,19833,19793
19907,19724,19834,19796
19911,19725,19843,19798
19915,19727,19845,19799
19920,19728,19850,19801
19921,19736,19852,19802
19924,19740,19866,19807
19930,19744,19867,19812
19931,19746,19873,19826
19936,19749,19874,19827
19937,19752,19876,19838
19942,19756,19888,19839
19944,19763,19889,19841
19945,19766,19890,19846
19946,19773,19892,19854
19952,19775,19893,19856
19955,19776,19897,19859
19957,19789,19900,19863
19958,19790,19914,19879
19967,19795,19916,19894
19969,19803,19918,19895
19972,19811,19919,19896
19976,19818,19925,19902
19978,19822,19932,19903
19979,19825,19933,19906
19985,19828,19935,19908
19990,19847,19939,19910
19993,19849,19948,19917
19994,19851,19950,19923
20004,19855,19951,19926
20005,19858,19954,19941
20007,19862,19959,19949
20010,19868,19961,19953
20011,19871,19966,19963
20017,19872,19974,19970
20019,19880,19975,19973
20031,19881,19980,19981
20033,19882,19996,19982
20037,19883,19997,19984
20040,19884,20002,19988
20046,19885,20008,19992
20050,19886,20009,19998
20052,19887,20013,19999
20057,19909,20014,20001
20062,19912,20016,20003
20071,19913,20020,20012
20072,19922,20028,20015
20084,19927,20029,20021
20085,19928,20030,20022
20089,19929,20039,20023
20098,19934,20041,20024
20105,19938,20043,20025
20106,19940,20048,20027
20112,19943,20049,20032
20116,19947,20053,20036
20119,19956,20055,20038
20122,19960,20056,20042
20132,19962,20061,20044
20135,19964,20063,20054
20136,19965,20066,20058
20138,19968,20068,20059
20141,19971,20077,20065
20143,19977,20079,20067
20146,19983,20080,20069
20147,19986,20082,20070
20148,19987,20092,20073
20149,19989,20093,20083
20152,19991,20094,20088
20153,19995,20095,20090
20155,20000,20100,20096
20163,20006,20101,20099
20168,20018,20111,20103
20172,20026,20113,20104
20177,20034,20115,20109
20179,20035,20123,20117
20182,20045,20130,20128
20184,20047,20134,20131
20185,20051,20137,20140
20187,20060,20145,20144
20192,20064,20150,20151
20195,20074,20154,20157
20197,20075,20156,20161
20199,20076,20159,20165
20213,20078,20162,20173
20214,20081,20164,20188
20215,20086,20167,20193
20221,20087,20171,20198
20223,20091,20175,20201
20224,20097,20176,20203
20225,20102,20178,20204
20230,20107,20180,20206
20231,20108,20181,20210
20232,20110,20183,20212
20238,20114,20189,20217
20242,20118,20191,20222
20243,20120,20194,20229
20250,20121,20202,20233
20251,20124,20207,20234
20253,20125,20209,20236
20260,20126,20226,20237
20263,20127,20227,20239
20268,20129,20228,20241
20279,20133,20244,20247
20280,20139,20245,20248
20281,20142,20246,20252
20288,20158,20249,20255
20295,20160,20254,20257
20300,20166,20256,20258
20301,20169,20265,20261
20302,20170,20272,20262
20304,20174,20274,20264
20312,20186,20276,20267
20318,20190,20283,20269
20320,20196,20285,20271
20322,20200,20291,20273
20323,20205,20293,20278
20327,20208,20294,20282
20330,20211,20296,20284
20333,20216,20303,20310
20341,20218,20306,20311
20352,20219,20307,20313
20355,20220,20309,20315
20357,20235,20314,20321
20361,20240,20319,20325
20369,20259,20326,20334
20371,20266,20328,20344
20373,20270,20335,20345
20378,20275,20336,20346
20380,20277,20337,20350
20393,20286,20338,20351
20397,20287,20339,20377
20400,20289,20340,20379
20402,20290,20347,20381
20408,20292,20348,20382
20412,20297,20349,20383
20418,20298,20354,20385
20419,20299,20358,20388
20421,20305,20362,20395
20423,20308,20366,20398
20428,20316,20367,20403
20430,20317,20374,20406
20432,20324,20375,20411
20435,20329,20384,20414
20443,20331,20386,20415
20456,20332,20390,20417
20459,20342,20391,20422
20465,20343,20396,20424
20472,20353,20399,20429
20473,20356,20404,20436
20474,20359,20410,20444
20475,20360,20420,20446
20477,20363,20431,20447
20478,20364,20437,20450
20484,20365,20438,20451
20488,20368,20445,20452
20497,20370,20448,20453
20502,20372,20458,20454
20503,20376,20470,20457
20510,20387,20476,20462
20512,20389,20479,20464
20515,20392,20482,20466
20518,20394,20483,20468
20521,20401,20489,20469
20527,20405,20491,20485
20528,20407,20492,20486
20530,20409,20493,20490
20534,20413,20494,20496
20542,20416,20495,20505
20545,20425,20500,20514
20548,20426,20501,20516
20549,20427,20504,20517
20555,20433,20506,20520
20556,20434,20507,20522
20558,20439,20511,20523
20559,20440,20513,20524
20560,20441,20526,20525
20563,20442,20533,20538
20565,20449,20535,20539
20570,20455,20537,20541
20580,20460,20540,20543
20587,20461,20546,20544
20591,20463,20550,20552
20595,20467,20551,20557
20597,20471,20553,20569
20598,20480,20567,20571
20601,20481,20568,20572
20602,20487,20576,20574
20611,20498,20577,20578
20614,20499,20579,20582
20616,20508,20585,20586
20620,20509,20588,20600
20623,20519,20594,20608
20629,20529,20596,20612
20634,20531,20599,20615
20642,20532,20610,20619
20658,20536,20626,20625
20660,20547,20630,20631
20661,20554,20632,20633
20662,20561,20635,20637
20667,20562,20639,20645
20669,20564,20643,20647
20670,20566,20644,20649
20672,20573,20648,20651
20673,20575,20650,20656
20675,20581,20654,20666
20679,20583,20655,20668
20686,20584,20657,20671
20687,20589,20659,20676
20691,20590,20663,20677
20701,20592,20665,20678
20722,20593,20674,20681
20723,20603,20680,20689
20726,20604,20684,20690
20727,20605,20688,20692
20728,20606,20693,20696
20730,20607,20695,20702
20731,20609,20697,20703
20734,20613,20710,20704
20736,20617,20711,20705
20738,20618,20724,20706
20739,20621,20725,20707
20744,20622,20732,20709
20747,20624,20737,20714
20749,20627,20740,20715
20756,20628,20748,20716
20758,20636,20755,20717
20765,20638,20757,20718
20766,20640,20762,20719
20774,20641,20768,20720
20776,20646,20772,20729
20780,20652,20775,20735
20783,20653,20777,20750
20784,20664,20778,20751
20785,20682,20786,20754
20787,20683,20789,20759
20791,20685,20799,20760
20797,20694,20800,20763
20801,20698,20805,20769
20802,20699,20810,20773
20812,20700,20811,20779
20819,20708,20816,20782
20820,20712,20817,20788
20824,20713,20818,20790
20826,20721,20827,20794
20829,20733,20828,20796
20832,20741,20830,20803
20842,20742,20831,20804
20851,20743,20834,20806
20853,20745,20841,20807
20866,20746,20843,20813
20867,20752,20846,20815
20876,20753,20850,20821
20877,20761,20852,20823
20883,20764,20857,20835
20889,20767,20859,20836
20890,20770,20860,20837
20891,20771,20864,20839
20896,20781,20865,20847
20898,20792,20870,20849
20899,20793,20874,20854
20901,20795,20884,20861
20902,20798,20885,20862
20903,20808,20892,20869
20912,20809,20895,20873
20914,20814,20905,20875
20919,20822,20907,20879
20924,20825,20913,20881
20927,20833,20917,20886
20929,20838,20918,20887
20934,20840,20921,20900
20935,20844,20926,20904
20943,20845,20928,20906
20949,20848,20933,20908
20953,20855,20939,20915
20969,20856,20944,20920
20970,20858,20954,20925
20976,20863,20955,20932
20979,20868,20961,20942
20980,20871,20971,20945
20981,20872,20973,20948
20984,20878,20985,20950
20990,20880,20993,20951
20991,20882,21003,20952
20997,20888,21005,20958
20998,20893,21008,20962
21001,20894,21012,20963
21004,20897,21015,20964
21009,20909,21017,20966
21014,20910,21022,20967
21016,20911,21024,20972
21020,20916,21025,20975
21021,20922,21026,20978
21023,20923,21032,20982
21029,20930,21034,20992
21030,20931,21037,20994
21031,20936,21040,20996
21035,20937,21041,20999
21036,20938,21043,21000
21045,20940,21056,21019
21046,20941,21057,21028
21047,20946,21059,21033
21048,20947,21060,21038
21050,20956,21063,21039
21053,20957,21064,21042
21055,20959,21073,21051
21058,20960,21077,21052
21065,20965,21078,21054
21067,20968,21086,21068
21075,20974,21087,21069
21076,20977,21090,21070
21083,20983,21092,21072
21085,20986,21093,21079
21089,20987,21094,21080
21091,20988,21100,21082
21096,20989,21103,21098
21097,20995,21110,21104
21101,21002,21112,21105
21109,21006,21114,21106
21113,21007,21122,21107
21115,21010,21125,21108
21118,21011,21127,21111
21119,21013,21129,21117
21121,21018,21131,21120
21133,21027,21137,21123
21135,21044,21139,21124
21138,21049,21143,21128
21148,21061,21155,21130
21150,21062,21158,21132
21151,21066,21164,21134
21160,21071,21165,21142
21168,21074,21177,21144
21171,21081,21180,21147
21175,21084,21183,21149
21178,21088,21186,21152
21179,21095,21191,21154
21185,21099,21195,21157
21188,21102,21196,21159
21189,21116,21202,21161
21192,21126,21203,21163
21194,21136,21205,21167
21198,21140,21207,21169
21199,21141,21209,21170
21200,21145,21213,21172
21204,21146,21218,21173
21206,21153,21219,21174
21216,21156,21220,21176
21217,21162,21223,21181
21221,21166,21226,21184
21222,21182,21231,21190
21227,21187,21234,21208
21229,21193,21235,21212
21230,21197,21237,21214
21233,21201,21238,21224
21236,21210,21240,21228
21242,21211,21241,21232
21247,21215,21243,21239
21252,21225,21254,21248
21255,21244,21259,21249
21258,21245,21265,21250
21260,21246,21268,21253
21262,21251,21269,21256
21263,21257,21275,21261
21271,21264,21279,21267
21276,21266,21281,21278
21291,21270,21282,21287
21292,21272,21283,21289
21297,21273,21284,21290
21301,21274,21285,21293
21307,21277,21294,21295
21310,21280,21298,21296
21311,21286,21299,21300
21312,21288,21302,21303
21319,21306,21308,21304
21326,21315,21309,21305
21327,21318,21316,21313
21328,21320,21317,21314
21332,21321,21324,21331
21337,21322,21330,21333
21338,21323,21334,21336
21345,21325,21335,21339
21346,21329,21342,21340
21349,21341,21344,21359
21351,21343,21347,21362
21352,21348,21356,21364
21355,21350,21358,21366
21360,21353,21363,21367
21368,21354,21365,21376
21369,21357,21370,21377
21371,21361,21374,21381
21372,21373,21383,21382
21375,21378,21385,21384
21379,21380,21388,21387
21386,21389,21390,21394
21392,21391,21393,21395
